City,city_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,age29andunder_pct,age65andolder_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax
"Knoxville, Tennessee",187603,733,48.6061917,51.3938083,4,82.7,8.8,0.2,2.1,0,5.5,40.5,17.3,25.4,6.8,10,83.9,7.7,0.7,1.8,1,4.9,79.1,14.3,6.4,0.1,52458,751,30541,503,21.9,3796.565884,59.7,71.24,49.6,69.8,40.29507055,14.45787703,10.92136984,2,58.53279246,34.79747865,0.129402385,2813.499277
"Shreveport, Louisiana",187112,672,47.4909288,52.5090712,2.8,45.6,48.3,0.4,1.2,0,7,33.1,21.5,24.4,8.9,12,86.4,7.2,1.8,1.2,1,2.4,81.2,14.1,4.6,0.1,40391,1046,25565,801,20.9,1876.81256,65.8,63.14,55.4,76.2,40.99318519,14.83535802,14.43508819,2,46.31771956,50.54912858,0.111244382,3311.732959
"Worcester, Massachusetts",185428,1916,49.32325,50.67675,10.8,77.9,4.3,0.2,4.7,0,6.1,41.7,17.3,22.5,7.6,10.9,80.7,8.4,1.7,2.7,1.5,5.1,81.5,12.9,5.3,0.2,69313,924,34691,352,28.7,900.5976296,49.6,44.01,39.4,59.8,38.23441566,14.11621839,18.39028642,2,41.0945909,51.8049022,0.067511193,5995.990837
"Vancouver, Washington",184463,1461,49.4406239,50.5593761,9,79.4,1.8,0.5,4.4,0.7,6.2,36.3,17,23.7,9.6,13.5,79.2,8.8,2.2,1.9,1.3,6.6,80.5,13.4,5.9,0.2,67832,868,32162,525,26.4,4743.54786,52.3,57.96,43,61.6,39.7178488,13.73496595,13.7684754,1,46.18355316,46.34142686,0.069255769,5091.001858
"Sioux Falls, South Dakota",183793,907,50.2885767,49.7114233,4.7,83.6,4.7,2.3,1.9,0,3.4,34.6,16.3,26.1,9.3,13.7,83.7,8.5,0.9,2.2,1.3,3.4,86.4,9,4.6,0.1,57322,1477,29551,495,17.8,3125.308456,46.1,19.48,36.7,55.6,42.601668,12.16609711,13.6362027,3,53.72014873,39.11171307,0.070894245,4452.418332
"Chattanooga, Tennessee",182799,493,48.2228721,51.7771279,5.3,71.4,19.3,0.1,2,0,5.9,38.3,16.2,25.4,6.8,13.4,82.7,8.1,1,2.2,1,5,80.5,13.3,6,0.2,50273,1051,29711,628,21.4,5631.114633,61,77.17,50.8,71.1,37.81756593,15.99635644,10.02220155,2,55.28692208,38.84332341,0.128359881,3726.618821
"Brownsville, Texas",182781,533,48.4665672,51.5334328,89.3,9.3,0.4,0.1,0.6,0,8,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,73.8,17.1,8.9,0.3,36095,962,16085,329,20.2,5631.114633,76.1,26.45,66.6,85.5,48.37565815,12.37198085,8.42080646,2,32.00729808,64.51199513,0.085594865,5299.563217
"Harlingen, Texas",65022,626,48.4665672,51.5334328,89.3,9.3,0.4,0.1,0.6,0,8,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,73.8,17.1,8.9,0.3,36095,962,16085,329,20.2,4255.306768,76.1,26.45,66.6,85.5,48.37565815,12.37198085,8.42080646,2,32.00729808,64.51199513,0.069583497,5299.563217
"Fort Lauderdale, Florida",182437,2036,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.115236453,6324.868485
"Pembroke Pines, Florida",173591,2051,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.045508352,6324.868485
"Hollywood, Florida",154817,2192,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.073894355,6324.868485
"Miramar, Florida",141191,1889,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.043721535,6324.868485
"Coral Springs, Florida",133759,2258,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.040098433,6324.868485
"Pompano Beach, Florida",112118,1802,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.096724753,6324.868485
"Davie, Florida",106306,1175,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.061424085,6324.868485
"Sunrise, Florida",95166,2270,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.069872236,6324.868485
"Plantation, Florida",94580,1685,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.071318029,6324.868485
"Plantation, Florida",94580,882,47.7542924,52.2457076,8.8,83.5,4.5,0.2,1.6,0,5.7,34.2,21.8,26.7,9.6,7.7,83.1,6.7,0.7,0.9,2,6.6,81.6,9.6,8.6,0.2,55236,1026,37054,701,23.6,2200.380892,75.5,52.54,65,85.9,25.09051257,34.00207532,4.320486602,2,54.32479274,42.72623689,0.071318029,6398.42092
"Deerfield Beach, Florida",81066,2093,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.052089597,6324.868485
"Lauderhill, Florida",71868,3256,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.085145054,6324.868485
"Weston, Florida",71166,1117,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.012867385,6324.868485
"Tamarac, Florida",66721,2207,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.043841045,6324.868485
"Coconut Creek, Florida",61248,2117,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,4255.306768,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.0432956,6324.868485
"Margate, Florida",58796,2591,48.680555,51.319445,28.4,38.2,27.4,0.2,3.5,0,7.6,35.6,19.9,27.5,8.4,8.6,80,9,2.8,1.2,2.1,4.9,83.1,10.6,6.2,0.1,54895,644,30109,287,28.2,3225.322864,77.6,68.94,68.6,86.6,36.70197126,15.37187866,0.016932999,1,31.36615017,66.50872467,0.03893197,6324.868485
"Providence, Rhode Island",179883,3773,48.5261258,51.4738742,21.6,62.2,8,0.4,4.1,0.1,7.6,35,20.7,24,7.3,13,77.9,9.1,3.6,4.4,1.6,3.4,85.1,10.7,4.1,0.1,52530,812,29025,434,24.4,3225.322864,51.4,43.4,42,60.9,40.33997314,14.22916825,5.508826857,1,36.57606027,57.51064498,0.073584296,5621.40705
"Cranston, Rhode Island",81456,1109,48.5261258,51.4738742,21.6,62.2,8,0.4,4.1,0.1,7.6,35,20.7,24,7.3,13,77.9,9.1,3.6,4.4,1.6,3.4,85.1,10.7,4.1,0.1,52530,812,29025,434,24.4,3225.322864,51.4,43.4,42,60.9,40.33997314,14.22916825,5.508826857,1,36.57606027,57.51064498,0.03676896,5621.40705
"Pawtucket, Rhode Island",72117,3212,48.5261258,51.4738742,21.6,62.2,8,0.4,4.1,0.1,7.6,35,20.7,24,7.3,13,77.9,9.1,3.6,4.4,1.6,3.4,85.1,10.7,4.1,0.1,52530,812,29025,434,24.4,1663.946895,51.4,43.4,42,60.9,40.33997314,14.22916825,5.508826857,1,36.57606027,57.51064498,0.056670948,5621.40705
"Newport News, Virginia",179225,1002,48.4569216,51.5430784,8.6,44,39.8,0.2,3.1,0.2,7.5,33.9,19.3,23.8,10.1,13,79.1,9.3,3.4,4.2,1.8,2.1,76.5,20.3,3.2,0,51082,1419,26028,542,23,1740.118137,61.9,59.63,52.9,70.8,45.27548649,11.73309252,0.028220608,1,33.63666381,60.24962029,0.065599126,3577.110459
"Santa Rosa, California",176753,1605,48.9838165,51.0161835,26.4,63.8,1.4,0.5,3.9,0.3,5.9,37.2,20,22.4,10.6,9.8,75,11,1.9,3.1,2.1,6.9,75.7,12.9,11.3,0.2,71769,1046,37767,713,25.2,1740.118137,58.9,21.99,47.1,70.8,36.0493475,16.74327408,12.35352713,2,22.23019809,69.37639728,0.052743288,5818.029876
"Petaluma, California",60520,1620,48.9838165,51.0161835,26.4,63.8,1.4,0.5,3.9,0.3,5.9,37.2,20,22.4,10.6,9.8,75,11,1.9,3.1,2.1,6.9,75.7,12.9,11.3,0.2,71769,1046,37767,713,25.2,1630.489056,58.9,21.99,47.1,70.8,36.0493475,16.74327408,12.35352713,2,22.23019809,69.37639728,0.04853598,5818.029876
"Salem, Oregon",174365,1382,49.8173719,50.1826281,26,66.3,1,0.5,2,0.8,6.8,30.5,18.8,24.3,12.9,13.5,75.2,13.5,1.9,3,1.8,4.6,77.2,17.2,5.4,0.2,53828,1048,24791,442,23.2,553.2766025,50.5,47.87,41,59.9,41.93190762,14.41044692,13.09369401,2,46.31467407,42.23034201,0.085096743,4297.608047
"Eugene, Oregon",172622,1510,49.2793098,50.7206902,8.4,82.6,1,0.8,2.5,0.2,7.6,35.3,19.9,24.6,8,12.1,71.1,10.2,3.1,5,4.7,5.9,77.2,15.1,7.5,0.2,47710,857,27032,417,20.2,553.2766025,50.6,50,41,60.1,38.54743486,17.34823315,17.52299447,2,34.97837979,53.5311279,0.080893273,4604.73668
"Springfield, Oregon",63230,1541,49.2793098,50.7206902,8.4,82.6,1,0.8,2.5,0.2,7.6,35.3,19.9,24.6,8,12.1,71.1,10.2,3.1,5,4.7,5.9,77.2,15.1,7.5,0.2,47710,857,27032,417,20.2,1024.24345,50.6,50,41,60.1,38.54743486,17.34823315,17.52299447,2,34.97837979,53.5311279,0.092452674,4604.73668
"Fort Collins, Colorado",170243,1149,49.8283863,50.1716137,11.2,83.2,0.9,0.5,2,0.1,5.3,43.4,17.4,22.5,8.1,8.6,75,8.8,1.3,2.5,4.8,7.5,77.1,16.4,6.3,0.2,64980,1414,34087,585,22.8,1024.24345,42.9,17.39,29.9,55.9,42.52216906,13.8422891,11.66038114,2,42.57067048,47.51148076,0.052327585,3111.056899
"Loveland, Colorado",78877,885,49.8283863,50.1716137,11.2,83.2,0.9,0.5,2,0.1,5.3,43.4,17.4,22.5,8.1,8.6,75,8.8,1.3,2.5,4.8,7.5,77.1,16.4,6.3,0.2,64980,1414,34087,585,22.8,3064.594311,42.9,17.39,29.9,55.9,42.52216906,13.8422891,11.66038114,2,42.57067048,47.51148076,0.053844805,3111.056899
"Springfield, Missouri",167882,786,48.7283747,51.2716253,3.5,88.2,3.2,0.4,1.9,0.1,5,35.9,18.8,26.9,7.1,11.3,81.7,9.6,0.7,2.4,1.5,4.1,83.4,11.5,5,0.1,43175,867,25529,494,19.3,3168.358349,56.1,51.71,45.4,66.8,42.32910257,15.28504216,13.99768874,2,60.38411836,33.06327429,0.169813017,2820.996965
"Jackson, Mississippi",160628,558,46.7146833,53.2853167,1.5,25.3,71.6,0.1,0.8,0,10,32.2,22.2,23.5,7.7,14.4,84.8,9.8,0.6,1.6,1.1,2.1,73,21.5,5.4,0.1,41011,1112,22397,512,22.8,2641.07039,66.4,87.08,56.4,76.4,44.50031889,12.08727861,15.27651507,2,26.69490183,71.39130343,0.11082178,2957.950994
"Alexandria, Virginia",159428,4121,48.1552582,51.8447418,16.7,51.8,21.7,0.1,6.1,0,3.9,58.5,16,16.1,4.7,4.6,58.2,8.3,21.9,3.5,2.9,5.2,70.1,25,4.9,0,93370,1553,57019,1089,31.8,1921.195086,58.4,54.11,49,67.8,34.73424307,10.0176269,0,1,17.53332453,75.54705028,0.039453867,6309.126501
"Clarksville, Tennessee",158146,618,50.0707891,49.9292109,9.7,64.6,18.6,0.5,2.1,0.4,7.5,32.6,17.9,24.2,9.9,15.5,86.8,6.8,0.9,1.5,1.5,2.6,72.3,22.6,4.9,0.2,53737,1433,24827,632,24.9,1239.475275,59.7,64.18,49.8,69.6,49.37773116,8.57892878,19.74224022,2,56.12808053,37.65879903,0.06309249,2934.133859
"Lakewood, Colorado",157935,1416,49.7554204,50.2445796,15.2,78.7,1,0.4,2.7,0.1,4.3,45.6,14.9,24.5,7.6,7.5,78.3,7.7,3.3,1.5,1.4,7.8,80.2,13.3,6.4,0.1,75170,854,40187,457,27.5,1239.475275,46.5,14.48,32.8,60.2,36.0600204,14.63502801,6.896358198,1,42.01415705,48.88561855,0.105993616,3205.80093
"Arvada, Colorado",121272,1207,49.7554204,50.2445796,15.2,78.7,1,0.4,2.7,0.1,4.3,45.6,14.9,24.5,7.6,7.5,78.3,7.7,3.3,1.5,1.4,7.8,80.2,13.3,6.4,0.1,75170,854,40187,457,27.5,2526.271562,46.5,14.48,32.8,60.2,36.0600204,14.63502801,6.896358198,1,42.01415705,48.88561855,0.052496555,3205.80093
"Salinas, California",155465,2562,51.0231596,48.9768404,57.9,30.6,2.5,0.2,5.6,0.5,6,28.5,20.1,20.2,20.4,10.9,71.1,10.7,1.7,3.1,8.8,4.6,76.6,15,8.2,0.2,63249,1209,27168,479,22.4,1912.026736,60.2,18.91,45.9,74.5,44.571491,11.98346819,9.816001176,2,26.1566023,66.77860398,0.059468344,6036.468747
"Springfield, Massachusetts",153606,1860,48.2516603,51.7483397,23.9,64.1,7.8,0.1,2.2,0,8,34.2,21.1,24,7.6,13,82.2,8,2,3,1.3,3.6,80.1,14.9,4.9,0.1,52205,1036,28072,405,22.6,1912.026736,49.6,42.82,39.4,59.8,39.87613017,15.26538652,8.570842952,2,38.73875648,55.43110621,0.078019339,5705.757944
"Chicopee, Massachusetts",55126,929,48.2516603,51.7483397,23.9,64.1,7.8,0.1,2.2,0,8,34.2,21.1,24,7.6,13,82.2,8,2,3,1.3,3.6,80.1,14.9,4.9,0.1,52205,1036,28072,405,22.6,4173.515329,49.6,42.82,39.4,59.8,39.87613017,15.26538652,8.570842952,2,38.73875648,55.43110621,0.055644959,5705.757944
"Kansas City, Kansas",152960,473,49.3453902,50.6546098,28.1,41.6,22.7,0.3,3.9,0.1,8.3,23.5,21.3,23.3,12.4,19.5,81,13.1,1,1.4,0.7,2.6,84,11.6,4.3,0.1,42783,1077,20192,382,21.5,1787.486702,54.8,34.61,44.8,64.9,44.70598416,11.20554838,6.062664677,1,32.40195978,61.79865111,0.102068232,3922.908737
"Killeen, Texas",151666,1073,49.9684998,50.0315002,24,47.2,21,0.3,2.8,0.7,8.3,33.1,19.9,25.9,9.4,11.7,81,11.6,0.4,2.1,1.4,3.5,70.7,24.3,4.9,0.1,52583,994,25017,639,20.6,1787.486702,67.8,32.09,56.3,79.3,49.28443839,9.851326396,15.18622979,2,54.73819399,39.79303956,0.063794956,5572.379291
"Temple, Texas",78439,429,49.9684998,50.0315002,24,47.2,21,0.3,2.8,0.7,8.3,33.1,19.9,25.9,9.4,11.7,81,11.6,0.4,2.1,1.4,3.5,70.7,24.3,4.9,0.1,52583,994,25017,639,20.6,2176.050035,67.8,32.09,56.3,79.3,49.28443839,9.851326396,15.18622979,2,54.73819399,39.79303956,0.077514628,5572.379291
"Naperville, Illinois",148449,1476,49.0785833,50.9214167,14.1,67.9,4.6,0.1,11.3,0,5.2,45.5,13,25.6,5.4,10.5,77.4,7.1,6.8,1.6,1.1,6,86.7,9.1,4.1,0.2,84442,675,42050,422,29.3,2176.050035,50.5,40.54,41.1,59.9,38.61156307,13.4186052,0.047550288,1,38.81227421,53.32055256,0.023351303,8104.501308
"Wheaton, Illinois",52745,1801,49.0785833,50.9214167,14.1,67.9,4.6,0.1,11.3,0,5.2,45.5,13,25.6,5.4,10.5,77.4,7.1,6.8,1.6,1.1,6,86.7,9.1,4.1,0.2,84442,675,42050,422,29.3,2373.180055,50.5,40.54,41.1,59.9,38.61156307,13.4186052,0.047550288,1,38.81227421,53.32055256,0.014944238,8104.501308
"Joliet, Illinois",147344,886,49.6881757,50.3118243,16.8,64.7,11,0.1,5.2,0,6,36.6,16,24.9,8.6,14,84.4,5.8,3.8,0.7,1.1,4.2,85.7,11.2,3,0.1,80782,1137,33731,389,32.9,2373.180055,51,39.37,41.5,60.5,41.20222709,11.16507971,3.929393707,1,44.10709063,50.49018956,0.051523403,7598.302238
"Bolingbrook, Illinois",74545,1169,49.6881757,50.3118243,16.8,64.7,11,0.1,5.2,0,6,36.6,16,24.9,8.6,14,84.4,5.8,3.8,0.7,1.1,4.2,85.7,11.2,3,0.1,80782,1137,33731,389,32.9,3569.705417,51,39.37,41.5,60.5,41.20222709,11.16507971,3.929393707,1,44.10709063,50.49018956,0.028498036,7598.302238
"Murfreesboro, Tennessee",146900,919,49.3188276,50.6811724,7.4,72.5,13.9,0.2,3.1,0,5.1,35,14.9,26.5,8.1,15.5,84.6,9.4,0.3,0.8,1.1,3.9,81,13.3,5.6,0.1,62149,1156,27932,507,28.5,3569.705417,60.1,71.52,49.4,70.8,45.24249972,9.54083689,17.02144674,1,60.04970401,34.16545664,0.070366308,2534.8415
"Midland, Texas",146038,758,50.2479938,49.7520062,43.2,47.3,5.9,0.4,1.8,0,3.5,34.4,14.5,23.4,16.7,11,85.1,9.8,0.2,0.8,1.6,2.4,82.9,9.7,7.3,0.2,75815,3574,38545,1300,19.5,2984.223267,66,10.09,52.4,79.6,46.73431012,10.11378733,12.29177626,3,75.13004958,20.37104771,0.054190386,5789.970797
"Rockford, Illinois",145609,873,48.8515262,51.1484738,12.2,70.2,12.4,0.1,2.5,0,10,30.8,17.8,23.9,7.2,20.3,83.6,9.3,1.2,1,1.3,3.5,84.8,10.3,4.7,0.2,51110,701,27297,529,21.9,3917.244297,49.2,39.16,39.6,58.8,38.67654796,15.61980782,7.914219721,2,46.98925458,47.06443874,0.095317793,5930.173154
"Paterson, New Jersey",145233,6665,48.6341548,51.3658452,40.5,42,10.6,0.2,5.2,0,6,32.3,17.2,24.2,7.8,18.4,70.7,11.5,9.1,3.5,1.9,3.2,84.5,11.2,4.2,0.1,63339,1461,29393,404,27.6,3917.244297,52.4,44.09,43.1,61.7,41.24356275,13.12331922,2.410090458,1,37.42364041,59.93726964,0.058094796,10305.18198
"Clifton, New Jersey",85052,2913,48.6341548,51.3658452,40.5,42,10.6,0.2,5.2,0,6,32.3,17.2,24.2,7.8,18.4,70.7,11.5,9.1,3.5,1.9,3.2,84.5,11.2,4.2,0.1,63339,1461,29393,404,27.6,3917.244297,52.4,44.09,43.1,61.7,41.24356275,13.12331922,2.410090458,1,37.42364041,59.93726964,0.036776304,10305.18198
"Passaic, New Jersey",69703,8590,48.6341548,51.3658452,40.5,42,10.6,0.2,5.2,0,6,32.3,17.2,24.2,7.8,18.4,70.7,11.5,9.1,3.5,1.9,3.2,84.5,11.2,4.2,0.1,63339,1461,29393,404,27.6,3167.008749,52.4,44.09,43.1,61.7,41.24356275,13.12331922,2.410090458,1,37.42364041,59.93726964,0.035219408,10305.18198
"Bridgeport, Connecticut",144399,3470,48.7033002,51.2966998,19,62.8,10.4,0.1,5.1,0,7.6,44.5,18.3,22.6,7.3,7.3,71.9,8.1,10.4,2.6,1.1,5.9,81.7,9.8,8.4,0.1,89773,1202,53433,614,30.4,2255.60735,52.7,45.74,43.5,61.9,38.01987643,14.38311502,4.584060932,2,38.0041737,57.89334986,0.053913008,9503.071015
"Stamford, Connecticut",129638,1330,48.7033002,51.2966998,19,62.8,10.4,0.1,5.1,0,7.6,44.5,18.3,22.6,7.3,7.3,71.9,8.1,10.4,2.6,1.1,5.9,81.7,9.8,8.4,0.1,89773,1202,53433,614,30.4,2255.60735,52.7,45.74,43.5,61.9,38.01987643,14.38311502,4.584060932,2,38.0041737,57.89334986,0.031052883,9503.071015
"Norwalk, Connecticut",88816,1498,48.7033002,51.2966998,19,62.8,10.4,0.1,5.1,0,7.6,44.5,18.3,22.6,7.3,7.3,71.9,8.1,10.4,2.6,1.1,5.9,81.7,9.8,8.4,0.1,89773,1202,53433,614,30.4,2255.60735,52.7,45.74,43.5,61.9,38.01987643,14.38311502,4.584060932,2,38.0041737,57.89334986,0.039439859,9503.071015
"Danbury, Connecticut",84694,779,48.7033002,51.2966998,19,62.8,10.4,0.1,5.1,0,7.6,44.5,18.3,22.6,7.3,7.3,71.9,8.1,10.4,2.6,1.1,5.9,81.7,9.8,8.4,0.1,89773,1202,53433,614,30.4,4064.135198,52.7,45.74,43.5,61.9,38.01987643,14.38311502,4.584060932,2,38.0041737,57.89334986,0.034180845,9503.071015
"McAllen, Texas",143268,841,48.8819459,51.1180541,91.8,6.6,0.4,0.1,0.9,0,8.1,27,23.5,25.6,13,11,80.4,8.8,0.3,1.2,4.4,4.9,71.2,17.2,11.4,0.1,37097,803,15883,288,21.9,4064.135198,75.8,30.49,65,86.7,51.49396258,10.37142022,5.138692952,2,28.04591869,68.50268397,0.067080153,5666.738275
"Edinburg, Texas",101170,873,48.8819459,51.1180541,91.8,6.6,0.4,0.1,0.9,0,8.1,27,23.5,25.6,13,11,80.4,8.8,0.3,1.2,4.4,4.9,71.2,17.2,11.4,0.1,37097,803,15883,288,21.9,4064.135198,75.8,30.49,65,86.7,51.49396258,10.37142022,5.138692952,2,28.04591869,68.50268397,0.10001527,5666.738275
"Mission, Texas",84331,916,48.8819459,51.1180541,91.8,6.6,0.4,0.1,0.9,0,8.1,27,23.5,25.6,13,11,80.4,8.8,0.3,1.2,4.4,4.9,71.2,17.2,11.4,0.1,37097,803,15883,288,21.9,4064.135198,75.8,30.49,65,86.7,51.49396258,10.37142022,5.138692952,2,28.04591869,68.50268397,0.049765416,5666.738275
"Pharr, Texas",79112,1292,48.8819459,51.1180541,91.8,6.6,0.4,0.1,0.9,0,8.1,27,23.5,25.6,13,11,80.4,8.8,0.3,1.2,4.4,4.9,71.2,17.2,11.4,0.1,37097,803,15883,288,21.9,1057.5856,75.8,30.49,65,86.7,51.49396258,10.37142022,5.138692952,2,28.04591869,68.50268397,0.04954555,5666.738275
"Syracuse, New York",142327,2195,48.2574214,51.7425786,4.7,77.1,10.7,0.5,3.9,0,6.4,41.2,17.4,25.3,6.7,9.4,79.6,7.9,3.1,4.3,1.1,4,78.9,16.3,4.7,0.1,57271,864,31436,352,20.1,1920.977422,47.7,41.22,38,57.4,39.51522273,15.33383186,12.58752189,2,40.13097294,53.89416619,0.078853271,7334.424707
"Denton, Texas",141541,567,49.1974489,50.8025511,19.1,60.9,9.1,0.3,7.8,0.1,4.5,46,13.9,25.6,6.3,8.2,80.9,8.5,0.9,1.3,1.3,7.1,82.7,11.6,5.5,0.2,80290,1119,37928,397,28.9,1920.977422,65.1,51.24,54.5,75.7,43.20956735,8.689988737,6.905830544,1,57.12568434,37.13104187,0.050185222,7332.843651
"Lewisville, Texas",109212,1148,49.1974489,50.8025511,19.1,60.9,9.1,0.3,7.8,0.1,4.5,46,13.9,25.6,6.3,8.2,80.9,8.5,0.9,1.3,1.3,7.1,82.7,11.6,5.5,0.2,80290,1119,37928,397,28.9,1920.977422,65.1,51.24,54.5,75.7,43.20956735,8.689988737,6.905830544,1,57.12568434,37.13104187,0.048023219,7332.843651
"Flower Mound, Texas",79135,728,49.1974489,50.8025511,19.1,60.9,9.1,0.3,7.8,0.1,4.5,46,13.9,25.6,6.3,8.2,80.9,8.5,0.9,1.3,1.3,7.1,82.7,11.6,5.5,0.2,80290,1119,37928,397,28.9,1920.977422,65.1,51.24,54.5,75.7,43.20956735,8.689988737,6.905830544,1,57.12568434,37.13104187,0.014754422,7332.843651
"Roseville, California",141500,1239,48.8075523,51.1924477,13.6,73.8,1.4,0.3,6.8,0.1,5.6,44,16.6,25.7,7.4,6.4,79.5,7.8,1.3,1.5,1.6,8.3,75.7,15.8,8.3,0.2,80488,1431,39734,588,27.3,1034.708055,55.4,28.82,43,67.7,35.97556204,17.85865597,13.78719521,1,52.03375647,40.20422339,0.052190569,5568.083176
"Rocklin, California",68823,1341,48.8075523,51.1924477,13.6,73.8,1.4,0.3,6.8,0.1,5.6,44,16.6,25.7,7.4,6.4,79.5,7.8,1.3,1.5,1.6,8.3,75.7,15.8,8.3,0.2,80488,1431,39734,588,27.3,6089.561652,55.4,28.82,43,67.7,35.97556204,17.85865597,13.78719521,1,52.03375647,40.20422339,0.040536781,5568.083176
