City,city_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,age29andunder_pct,age65andolder_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax
"North Miami, Florida",62822,2877,48.5456978,51.4543022,67.5,13.7,16.3,0.1,1.5,0,7.4,31.7,21.1,27.4,9.4,10.3,76.8,8.9,5.2,2.1,2,4.9,82.4,9.6,7.8,0.2,46338,365,25481,212,31.3,6561.750491,78.2,58.81,69.4,86.9,37.09222802,15.24295362,0.404376641,1,34.07443757,63.67511253,0.09245283,7083.681237
"Coral Gables, Florida",49700,1484,48.5456978,51.4543022,67.5,13.7,16.3,0.1,1.5,0,7.4,31.7,21.1,27.4,9.4,10.3,76.8,8.9,5.2,2.1,2,4.9,82.4,9.6,7.8,0.2,46338,365,25481,212,31.3,1660.456342,78.2,58.81,69.4,86.9,37.09222802,15.24295362,0.404376641,1,34.07443757,63.67511253,0.065425918,7083.681237
"Virginia Beach, Virginia",449974,709,49.1826591,50.8173409,7.8,62.5,18.4,0.2,6.5,0.1,5.3,40,17.2,25.8,9,8,82.1,8.4,0.9,2.7,2.1,3.8,74.3,21.2,4.4,0.2,70500,1124,34607,477,23.7,1376.337356,62.3,53.86,54.1,70.4,41.72186608,12.2866234,1.534495906,1,48.3238382,44.78554772,0.045704808,4077.434637
"Oakland, California",433031,2991,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.131986908,6930.394138
"Fremont, California",241110,1201,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.039121961,6930.394138
"Hayward, California",159203,1349,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.060779984,6930.394138
"Berkeley, California",121363,4473,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.102702119,6930.394138
"Livermore, California",90189,1288,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.050806196,6930.394138
"San Leandro, California",88815,2570,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.080574537,6930.394138
"Pleasanton, California",81777,1307,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.042443883,6930.394138
"Alameda, California",77624,2868,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.048388943,6930.394138
"Union City, California",74107,1474,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,1376.337356,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.047650305,6930.394138
"Dublin, California",64826,1643,49.069811,50.930189,22.5,32.2,10.7,0.3,28.7,0.8,6,48,16,20.4,6.4,9.2,62,10.1,14.6,3.7,3.6,6,79.3,13.2,7.3,0.1,85743,940,41363,335,32.5,2569.640004,61,11.07,50.2,71.9,38.5925392,12.44062329,0.388605754,1,14.66100944,78.69001293,0.036099251,6930.394138
"Minneapolis, Minnesota",429606,3071,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.094788369,4954.148195
"Bloomington, Minnesota",84943,945,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.06838156,4954.148195
"Brooklyn Park, Minnesota",80389,1190,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.062429972,4954.148195
"Plymouth, Minnesota",79768,941,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.027863818,4954.148195
"Maple Grove, Minnesota",72622,860,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.03161193,4954.148195
"Eden Prairie, Minnesota",64893,770,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.030484844,4954.148195
"Minnetonka, Minnesota",54064,775,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,2569.640004,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.033262071,4954.148195
"Edina, Minnesota",52857,1320,49.3670204,50.6329796,6.9,69.5,12.5,0.5,7,0,4.6,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,85,10.2,4.6,0.1,71154,620,41794,428,23.4,3155.120754,45.4,30.26,36.2,54.6,39.97477807,12.53885625,2.22496041,1,28.20242449,63.13272361,0.038756899,4954.148195
"Tulsa, Oklahoma",401190,784,48.7836729,51.2163271,12.1,63,9.8,4.4,3,0.1,5.9,37.3,16.6,25.1,9.2,11.9,82.3,10,0.7,1.3,1.6,4,84.7,9.7,5.4,0.2,52017,462,29797,328,19.7,3155.120754,60.3,47.88,49.3,71.4,42.24043898,12.99444447,4.779392877,2,58.39128288,35.55781327,0.113533572,3971.675418
"Broken Arrow, Oklahoma",110198,688,48.7836729,51.2163271,12.1,63,9.8,4.4,3,0.1,5.9,37.3,16.6,25.1,9.2,11.9,82.3,10,0.7,1.3,1.6,4,84.7,9.7,5.4,0.2,52017,462,29797,328,19.7,3330.577528,60.3,47.88,49.3,71.4,42.24043898,12.99444447,4.779392877,2,58.39128288,35.55781327,0.037806774,3971.675418
"Tampa, Florida",399700,1353,48.7488222,51.2511778,27.4,50.3,15.5,0.2,3.9,0.1,6.8,38.4,17.9,26.5,8.6,8.6,80.1,8.8,1.5,1.5,1.9,6.2,83.7,11.7,4.5,0.1,53742,533,29806,267,27.3,3387.586235,75.3,53.21,65.8,84.8,40.48829266,13.08581099,3.512860939,1,44.652478,51.51691597,0.052373464,5339.139884
"New Orleans, Louisiana",390144,889,47.6742868,52.3257132,5.5,30.6,59.1,0.1,2.9,0,8.7,42.3,22.4,20.4,6.4,8.5,68.5,9.2,7.6,5,4.9,4.9,79.3,13.8,6.8,0.1,38721,991,29275,529,23.8,2071.955242,70.4,63.11,62.3,78.5,40.55604013,12.15443354,0.591863979,1,14.65032688,80.81200396,0.087071448,4524.648589
"Wichita, Kansas",389938,931,49.4430775,50.5569225,14.1,68.6,8.8,0.6,4.3,0,5.6,35.8,16.9,23.4,10.1,13.8,85,8.3,0.5,1.4,1.5,3.2,82.5,12.5,4.8,0.1,52841,879,27583,248,18.8,3787.906375,57,29.72,45.3,68.7,43.20030066,12.76413214,7.658643765,2,55.27669335,36.88202857,0.11100394,3819.054833
"Bakersfield, California",384145,990,51.2541764,48.7458236,52.2,35.4,5.1,0.5,4.5,0.1,10.9,26.4,18.4,20.6,21.2,13.4,79.2,12.8,0.9,1.2,2.7,3.2,76.7,16.6,6.5,0.2,50826,771,21716,280,23.4,3787.906375,63.2,8.99,50.2,76.2,48.27179381,9.874709785,10.20603098,2,53.07274239,40.41931005,0.088976081,4482.787717
"Delano, California",53573,1448,51.2541764,48.7458236,52.2,35.4,5.1,0.5,4.5,0.1,10.9,26.4,18.4,20.6,21.2,13.4,79.2,12.8,0.9,1.2,2.7,3.2,76.7,16.6,6.5,0.2,50826,771,21716,280,23.4,1507.156428,63.2,8.99,50.2,76.2,48.27179381,9.874709785,10.20603098,2,53.07274239,40.41931005,0.057048768,4482.787717
"Parma, Ohio",78103,1506,47.6405697,52.3594303,5.6,59.7,29.3,0.1,2.8,0,8.9,39.6,18.3,23.9,5.5,12.7,79.8,7.5,4.8,2.7,1.2,4,83.7,12.1,4.1,0.1,46720,430,30441,270,24.3,1507.156428,52.2,40.95,43.6,60.8,37.49441889,16.49323514,0.581741428,1,30.50750055,65.95834534,0.026840751,6349.362569
"Aurora, Colorado",379289,949,50.3925387,49.6074613,39.3,51.1,3,0.5,3.8,0.1,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.5,11.42,35.1,65.9,44.6031789,9.526498145,3.620446419,1,41.35078615,49.8582604,0.063519294,3384.964676
"Thornton, Colorado",141464,1521,50.3925387,49.6074613,39.3,51.1,3,0.5,3.8,0.1,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.5,11.42,35.1,65.9,44.6031789,9.526498145,3.620446419,1,41.35078615,49.8582604,0.011404931,3384.964676
"Westminster, Colorado",113166,1383,50.3925387,49.6074613,39.3,51.1,3,0.5,3.8,0.1,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,2358.716819,50.5,11.42,35.1,65.9,44.6031789,9.526498145,3.620446419,1,41.35078615,49.8582604,0.06909914,3384.964676
"Commerce City, Colorado",60336,652,50.3925387,49.6074613,39.3,51.1,3,0.5,3.8,0.1,5.1,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5,83.6,11.2,5.1,0.1,64087,991,27487,366,29.2,1849.093864,50.5,11.42,35.1,65.9,44.6031789,9.526498145,3.620446419,1,41.35078615,49.8582604,0.069319014,3384.964676
"Anaheim, California",350365,2688,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.061163873,6614.845207
"Santa Ana, California",332318,4689,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.048036786,6614.845207
"Irvine, California",287401,1691,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.030550198,6614.845207
"Huntington Beach, California",199223,2848,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.050813598,6614.845207
"Garden Grove, California",171644,3690,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.053368249,6614.845207
"Orange, California",138669,2086,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.042497795,6614.845207
"Fullerton, California",138632,2386,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.058179597,6614.845207
"Costa Mesa, California",113003,2762,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.086801731,6614.845207
"Mission Viejo, California",94381,2058,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.023142633,6614.845207
"Westminster, California",90643,3486,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.067022884,6614.845207
"Lake Forest, California",85531,1985,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.0238496,6614.845207
"Newport Beach, California",84534,1370,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.051031921,6614.845207
"Buena Park, California",81788,3002,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.063811481,6614.845207
"Tustin, California",79348,2755,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.043500543,6614.845207
"Yorba Linda, California",67644,1316,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.019505662,6614.845207
"Laguna Niguel, California",66385,1738,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.02168547,6614.845207
"San Clemente, California",64558,1358,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.024758573,6614.845207
"La Habra, California",60513,3177,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.042648188,6614.845207
"Fountain Valley, California",55357,2356,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.054031921,6614.845207
"Placentia, California",51233,2990,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1849.093864,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.029742384,6614.845207
"Aliso Viejo, California",50887,2839,49.3769282,50.6230718,34.2,41.4,1.6,0.2,19.5,0.3,5.8,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,82,10.1,7.7,0.2,81851,570,37603,270,27.4,1251.641315,65.5,14.8,55.2,75.7,40.1818396,13.17602805,0.143344433,1,42.34982101,50.93530719,0.01495537,6614.845207
"Riverside, California",331360,1574,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.0698747,5622.499606
"Moreno Valley, California",213055,1604,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.068144379,5622.499606
"Corona, California",169868,1640,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.046928187,5622.499606
"Murrieta, California",116223,1335,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.031791406,5622.499606
"Temecula, California",114761,1188,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.053289515,5622.499606
"Jurupa Valley, California",109527,984,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.060126773,5622.499606
"Menifee, California",94756,787,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.042768033,5622.499606
"Indio, California",91765,1066,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.055198119,5622.499606
"Hemet, California",85334,1125,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.097001071,5622.499606
"Perris, California",79291,970,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.051255397,5622.499606
"Lake Elsinore, California",69283,699,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.06395565,5622.499606
"Eastvale, California",64157,1954,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.031985192,5622.499606
"Cathedral City, California",55007,944,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.044951526,5622.499606
"Palm Desert, California",53275,767,49.7541403,50.2458597,48,36.6,6,0.4,6.1,0.3,9.9,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,77.7,14.7,7.5,0.2,60807,429,25700,191,33.1,2687.216402,69.4,10.05,56.5,82.3,43.65955905,13.18873683,4.622310233,1,44.35014526,49.73376045,0.090998515,5622.499606
"Corpus Christi, Texas",326586,789,49.3288403,50.6711597,63,30.3,3.6,0.2,1.9,0.1,5.9,29.4,21.3,24.5,13,11.8,83,10.2,1.3,1.7,1.5,2.3,77.8,15.3,6.8,0.2,53317,981,26780,491,19.6,3085.281601,73.8,28.09,63.8,83.9,43.0090506,13.00739175,6.447241956,2,48.62410804,47.12226426,0.075945191,6226.538916
"Lexington, Kentucky",323152,439,49.0401734,50.9598266,7,71.8,14.3,0.2,3.6,0,6.1,42.9,18.1,22.9,6,10.1,78.7,9.3,2,3.8,1.9,4.4,79.3,15.5,5,0.1,53013,1131,31653,485,20.9,2925.762926,55.8,61.61,45.5,66.1,43.56095259,11.65284773,3.066906015,2,41.73715292,51.18879067,0.082467038,3856.745596
"Stockton, California",312697,1941,49.74736,50.25264,40.8,33.2,6.7,0.2,14.8,0.5,10.1,27.5,18.8,23.6,13.6,16.6,77.4,13.9,1.5,1.6,1.5,4,79,14.4,6.4,0.2,57813,863,24694,339,32,2925.762926,64.2,8.66,50.3,78,45.00461629,11.738802,8.47285738,2,39.67417003,54.03317185,0.099120994,4784.843219
"Tracy, California",94740,1412,49.74736,50.25264,40.8,33.2,6.7,0.2,14.8,0.5,10.1,27.5,18.8,23.6,13.6,16.6,77.4,13.9,1.5,1.6,1.5,4,79,14.4,6.4,0.2,57813,863,24694,339,32,2925.762926,64.2,8.66,50.3,78,45.00461629,11.738802,8.47285738,2,39.67417003,54.03317185,0.057969171,4784.843219
