index,city_population,county_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,age29andunder_pct,age65andolder_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax
0,8336817,1653877,10715,47.2914249,52.7085751,26.1,46.8,12.5,0.1,11.9,0.0,6.2,60.0,13.9,20.0,2.2,3.8,6.0,1.8,59.4,20.4,5.6,6.7,83.8,8.3,7.8,0.2,79781,1158,69529,945,31.8,2842.171989,56.4,46.9,48.6,64.1,36.4396947,14.38370533,0.0,1,9.706266192,86.55692074,0.036231205,11811.00819
1,3979576,10105722,3276,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.053824817,6782.028673000001
2,462628,10105722,3523,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.066151185,6782.028673000001
3,212979,10105722,1162,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.029469716,6782.028673000001
4,199303,10105722,2525,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.035724525,6782.028673000001
5,157601,10105722,645,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.053740091,6782.028673000001
6,155079,10105722,564,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.04277847,6782.028673000001
7,151691,10105722,2548,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.063758824,6782.028673000001
8,143592,10105722,2701,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.040068881,6782.028673000001
9,141029,10105722,2371,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.055417269,6782.028673000001
10,115487,10105722,4663,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.03998262,6782.028673000001
11,111126,10105722,3457,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.053470903,6782.028673000001
12,108151,10105722,4604,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.053454869,6782.028673000001
13,105101,10105722,2529,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.057204439,6782.028673000001
14,103949,10105722,4133,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.039322602,6782.028673000001
15,102511,10105722,2285,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.051801823,6782.028673000001
16,102511,1911226,4872,50.403092,49.596908,26.1,32.6,2.4,0.2,34.9,0.3,5.7,52.1,15.1,18.6,6.3,7.9,75.1,10.5,4.4,2.1,3.1,4.8,84.7,9.3,5.9,0.1,106761,858,48689,418,28.0,1202.055644,60.0,17.09,48.2,71.8,39.42445211,12.21576441,1.083663272,1,20.58038195,72.71244222,0.051801823,8077.244834999999
17,95605,10105722,3680,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.059127364,6782.028673000001
18,93444,10105722,4985,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.073645053,6782.028673000001
19,91394,10105722,1883,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.050546025,6782.028673000001
20,90401,10105722,4147,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.0867521,6782.028673000001
21,86068,10105722,5463,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.063341251,6782.028673000001
22,85098,10105722,2242,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.060484927,6782.028673000001
23,83750,10105722,4237,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.046788512,6782.028673000001
24,79307,10105722,3253,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.056333565,6782.028673000001
25,76435,10105722,4822,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.051325746,6782.028673000001
26,75251,10105722,4381,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.041115324,6782.028673000001
27,69887,10105722,5575,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.045139368,6782.028673000001
28,66749,10105722,4158,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.054006307,6782.028673000001
29,62027,10105722,2887,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.048194451,6782.028673000001
30,61954,10105722,2870,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.0551026759999999,6782.028673000001
31,59669,10105722,3002,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.045408907,6782.028673000001
32,59329,10105722,3929,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.055082097,6782.028673000001
33,57939,10105722,2047,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.0445531059999999,6782.028673000001
34,57509,10105722,7370,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.074646377,6782.028673000001
35,55720,10105722,1446,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.0292371029999999,6782.028673000001
36,54058,10105722,4043,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.048034618,6782.028673000001
37,53955,10105722,4405,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.065856766,6782.028673000001
38,51544,10105722,1020,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,2842.171989,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.052769888,6782.028673000001
39,49859,10105722,2207,49.27546,50.724540000000005,48.4,26.5,7.9,0.2,14.3,0.2,7.8,36.4,19.0,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,79.3,11.2,9.3,0.2,61015,262,30798,129,30.9,3066.598123,62.9,16.61,51.4,74.4,41.3405481,12.20227788,0.605218358,1,22.41333625,71.75722154,0.077431426,6782.028673000001
40,2693976,5238541,4574,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.068159688,7351.159679
41,80796,5238541,5318,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.041694815,7351.159679
42,74760,5238541,1738,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.017641427,7351.159679
43,73473,5238541,3646,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.049611484,7351.159679
44,72887,5238541,1457,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.0492604929999999,7351.159679
45,67482,5238541,1916,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.01787793,7351.159679
46,62700,5238541,2405,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.043308174,7351.159679
47,58899,5238541,1598,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.022427977,7351.159679
48,57857,5238541,1014,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.041125065,7351.159679
49,55773,5238541,1336,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.0246154379999999,7351.159679
50,55022,5238541,2478,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.029836112,7351.159679
51,53719,5238541,1934,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3066.598123,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.018886409,7351.159679
52,50932,5238541,933,48.5002217,51.4997783,25.1,42.7,23.4,0.1,6.9,0.0,8.7,39.3,17.9,23.6,6.0,13.1,61.7,8.1,18.9,4.4,2.4,4.5,84.2,11.1,4.6,0.1,59426,380,33722,200,32.9,3393.445039,51.0,39.96,41.9,60.0,40.48454589,12.9631617,0.045296385,1,20.99897388,74.67501152,0.017082936,7351.159679
53,2320268,4525519,1399,49.741477200000006,50.2585228,42.2,30.6,18.5,0.2,6.8,0.1,6.4,35.4,17.4,22.9,11.5,12.8,79.3,10.9,2.7,1.5,1.9,3.7,83.4,9.8,6.6,0.2,57791,503,30856,222,28.9,3393.445039,71.1,48.33,61.3,80.9,45.15081106,9.219537794,1.213280329,1,41.6088718,53.95225408,0.0979118069999999,7591.538823000001
54,151227,4525519,1339,49.741477200000006,50.2585228,42.2,30.6,18.5,0.2,6.8,0.1,6.4,35.4,17.4,22.9,11.5,12.8,79.3,10.9,2.7,1.5,1.9,3.7,83.4,9.8,6.6,0.2,57791,503,30856,222,28.9,3393.445039,71.1,48.33,61.3,80.9,45.15081106,9.219537794,1.213280329,1,41.6088718,53.95225408,0.059482792,7591.538823000001
55,77192,4525519,807,49.741477200000006,50.2585228,42.2,30.6,18.5,0.2,6.8,0.1,6.4,35.4,17.4,22.9,11.5,12.8,79.3,10.9,2.7,1.5,1.9,3.7,83.4,9.8,6.6,0.2,57791,503,30856,222,28.9,3576.271549,71.1,48.33,61.3,80.9,45.15081106,9.219537794,1.213280329,1,41.6088718,53.95225408,0.077710804,7591.538823000001
56,1680992,4155501,1253,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.0757643559999999,3275.453654
57,518012,4155501,1448,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.0549047409999999,3275.453654
58,261165,4155501,1548,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.043731531,3275.453654
59,258069,4155501,541,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.0474960659999999,3275.453654
60,254114,4155501,1432,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.0272153129999999,3275.453654
61,252381,4155501,1582,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.111925583,3275.453654
62,195805,4155501,1891,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.091537743,3275.453654
63,175961,4155501,386,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.04129901,3275.453654
64,141664,4155501,506,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.035440576,3275.453654
65,87931,4155501,750,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.080488744,3275.453654
66,86840,4155501,175,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.047497036,3275.453654
67,79620,4155501,78,49.4636868,50.5363132,30.6,56.3,5.1,1.5,3.9,0.2,6.0,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,82.8,11.1,5.9,0.1,58580,350,30186,163,25.8,3576.271549,72.2,9.4,58.1,86.3,41.88662041,13.83784321,2.363799695,1,47.66837561,44.8329989,0.036386612,3275.453654
68,1584064,1569657,4554,47.2977217,52.7022783,14.1,34.9,41.3,0.2,7.0,0.0,11.3,37.7,23.1,22.4,5.9,10.9,51.0,8.4,25.3,8.3,3.5,3.5,83.5,12.4,4.0,0.1,40649,466,24811,226,32.9,3195.236374,56.7,49.36,47.6,65.9,43.59493775,12.5216515,0.0,1,15.36789654,82.53242156,0.073447675,3985.268386
69,1547253,1892004,1231,49.2904349,50.7095651,59.8,28.4,7.0,0.2,2.6,0.1,6.1,34.8,19.6,26.0,9.7,10.0,79.3,10.9,2.6,1.7,1.4,4.2,80.7,13.8,5.5,0.1,53999,449,26158,213,25.0,1578.845589,70.1,24.42,58.2,81.9,45.00766396,11.25539961,4.539084765,1,40.75893122,54.19362498,0.106640129,7149.655524
